,,,,,
,"product_sku","product_node_id","nutrition_table_item","amount_per_serving","percent_daily_value "
2082,"6986",798,"Serving Size:","1 Teaspoon (4 g)",
2083,"6986",798,"Servings Per Container:",283,
2084,"6986",798,"Calories",10," "
2085,"6986",798,"Calories from Fat",0," "
2086,"6986",798,"Total Fat","0 g",0%
2087,"6986",798,"Total Carbohydrate","4 g",1%
2088,"6986",798,"Sugars","0 g"," "
2089,"6986",798,"Sugar Alcohol","4 g"," "
2090,"6986",798,"Sodium","0 mg",0%
2091,"6986",798,"Protein","0 g"," "
2092,"6986",798,,," "
2093,"6986",798,"Not a significant source of saturated fat, trans fat, cholesterol, dietary fiber, Vitamin A, Vitamin C, Calcium or Iron.",," "
2094,"6986",798,"* Percent Daily Values are based on a 2,000 calorie diet. &#160;Your daily values may be higher or lower depending on your calorie needs.",," "
2095,"6986",798,,"<strong>2,000<br /> Calorie</strong>","<strong>2,500<br /> Calorie</strong> "
2096,"6986",798,"Total Fat &#160;&#160;&#160;&#160;&#160;&#160;&#160;Less than","65 g","80 g "
2097,"6986",798,"Sat Fat &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;Less than","20 g","25 g "
2098,"6986",798,"Cholesterol &#160;&#160;&#160;&#160;Less than","300 mg","300 mg "
2099,"6986",798,"Sodium &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;Less than","2,400 mg","2,400 mg "
2100,"6986",798,"Total Carbohydrate &#160;&#160;&#160;&#160;Less than","300 g","375 g "
2101,"6986",798,"Dietary Fiber","25 g","30 g "
2102,"6986",798,"Calories per gram:<br /> Fat 9, Carbohydrate 4, Protein 4",," "
2103,"6988",799,"Serving Size:","1 Packet (1.8 g)",
2104,"6988",799,"Servings Per Container:",75,
2105,"6988",799,"Calories",2.3," "
2106,"6988",799,"Total Carbohydrate","1.76 g","<1% "
2107,"6988",799,"Sugar Alcohol (as Xylitol)","1.72 g","† "
2108,"6988",799,"Stevia Extract (Leaf) (<i>Stevia rebaudiana</i>) (min. 80% Rebaudioside-A)","45 mg","† "
2109,"7001",710,"Serving Size:","1/3 Cup (28 g)",
2110,"7001",710,"Servings Per Container:",12,
2111,"7001",710,"Calories",190," "
2112,"7001",710,"Calories from Fat",170," "
2113,"7001",710,"Total Fat","19 g",29%
2114,"7001",710,"Saturated Fat","1.5 g",8%
2115,"7001",710,"Cholesterol","0 g",0%
2116,"7001",710,"Sodium","0 g",0%
2117,"7001",710,"Total Carbohydrate","5 g",2%
2118,"7001",710,"Dietary Fiber","2 g",8%
2119,"7001",710,"Sugars","0 g"," "
2120,"7001",710,"Protein","2 g"," "
2121,"7001",710,"Vitamin A",,0%
2122,"7001",710,"Calcium",,0%
2123,"7001",710,"Zinc",,10%
2124,"7001",710,"Vitamin C",,0%
2125,"7001",710,"Iron",,3%
2126,"7001",710,"Magnesium",,9%
2127,"7005",708,"Serving Size:","3 Tbsp(38g)",
2128,"7005",708,"Servings Per Container:",12,
2129,"7005",708,"Calories",160," "
2130,"7005",708,"Calories from fat",130," "
2131,"7005",708,"Total fat","14 g",22%
2132,"7005",708,"Saturated Fat","1 g",5%
2133,"7005",708,"Cholesterol","0 g",0%
2134,"7005",708,"Sodium","5 mg",0%
2135,"7005",708,"Total Carbohydrate","5 g",2%
2136,"7005",708,"Dietary Fiber","3 g",12%
2137,"7005",708,"Sugars","0 g"," "
2138,"7005",708,"Protein","6 g"," "
2139,"7005",708,"Vitamin A",,0%
2140,"7005",708,"Vitamin C",,0%
2141,"7005",708,"Calcium",,8%
2142,"7005",708,"Iron",,6%
2143,"7005",708,"Vitamin E",,70%
2144,"7005",708,"Magnesium",,20%
2145,"7012",709,"Serving Size:","1 oz. (28 g)",
2146,"7012",709,"Servings Per Container:",12,
2147,"7012",709,"Calories",200," "
2148,"7012",709,"Calories from Fat",170," "
2149,"7012",709,"Total Fat","18.5 g",28%
2150,"7012",709,"Saturated Fat","4 g",20%
2151,"7012",709,"Trans Fat","0 g"," "
2152,"7012",709,"Cholesterol","0 mg",0%
2153,"7012",709,"Sodium","0 mg",0%
2154,"7012",709,"Total Carbohydrate","3.5 g",1%
2155,"7012",709,"Dietary Fiber","2 g",8%
2156,"7012",709,"Sugars","0.5 g"," "
2157,"7012",709,"Protein","4 g"," "
2158,"7012",709,"Vitamin A",,0%
2159,"7012",709,"Vitamin C",,0%
2160,"7012",709,"Calcium",,4%
2161,"7012",709,"Iron",,4%
2162,"7012",709,"Magnesium",,25%
2163,"7012",709,"Selenium",,770%
2164,"7025",760,"Serving Size:","1/4 cup",
2165,"7025",760,"Servings Per Container:",15,
2166,"7025",760,"Calories",185," "
2167,"7025",760,"Calories from fat",130," "
2168,"7025",760,"Total Fat","15 g",23%
2169,"7025",760,"Saturated Fat","4 g",20%
2170,"7025",760,"Cholesterol","0 g",0%
2171,"7025",760,"Sodium","5 mg",0%
2172,"7025",760,"Total Carbohydrate","4 g",1%
2173,"7025",760,"Dietary fiber","3 g",12%
2174,"7025",760,"Sugar","0 g"," "
2175,"7025",760,"Protein","9 g"," "
2176,"7025",760,"Vitamin A",,2%
2177,"7025",760,"Calcium",,0%
2178,"7025",760,"Magnesium",,40%
2179,"7025",760,"Vitamin C",,0%
2180,"7025",760,"Iron",,15%
2181,"7025",760,"Zinc",,15%
2182,"7030",711,"Serving Size:","1/4 Cup (38 g)",
2183,"7030",711,"Servings Per Container:",11,
2184,"7030",711,"Calories",200," "
2185,"7030",711,"Calories from Fat",120," "
2186,"7030",711,"Total Fat","13 g",20%
2187,"7030",711,"Saturated Fat","1.5 g",8%
2188,"7030",711,"Trans Fat","0 g"," "
2189,"7030",711,"Cholesterol","0 mg",0%
2190,"7030",711,"Total Carbohydrate","16 g",5%
2191,"7030",711,"Dietary Fiber","2 g",8%
2192,"7030",711,"Sugars","10 g"," "
2193,"7030",711,"Protein","4 g"," "
2194,"7030",711,"Vitamin A",,0%
2195,"7030",711,"Vitamin C",,0%
2196,"7030",711,"Calcium",,4%
2197,"7030",711,"Iron",,8%
2198,"7050",761,"Serving Size:","3 Tablespoons",
2199,"7050",761,"Servings Per Container:",16,
2200,"7050",761,"Calories",165," "
2201,"7050",761,"Calories from fat",130," "
2202,"7050",761,"Total Fat","14 g",22%
2203,"7050",761,"Saturated Fat","1.5 g",8%
2204,"7050",761,"Cholesterol","0 g",0%
2205,"7050",761,"Sodium","0 g",0%
2206,"7050",761,"Total Carbohydrate","6 g",2%
2207,"7050",761,"Dietary Fiber","4 g",16%
2208,"7050",761,"Sugars","0 g"," "
2209,"7050",761,"Protein","7 G"," "
2210,"7050",761,"Vitamin A",,0%
2211,"7050",761,"Vitamin E",,150%
2212,"7050",761,"Calcium",,4%
2213,"7050",761,"Magnesium",,25%
2214,"7050",761,"Vitamin C",,0%
2215,"7050",761,"Copper",,25%
2216,"7050",761,"Iron",,10%
2217,"7050",761,"Zinc",,10%
2218,"7054",763,"Serving Size:","1/4 Cup (31g)",
2219,"7054",763,"Servings Per Container:",14,
2220,"7054",763,"Calories",200," "
2221,"7054",763,"Calories from fat",140," "
2222,"7054",763,"Total fat","17 g",26%
2223,"7054",763,"Saturated Fat","2 g",9%
2224,"7054",763,"Polyunsaturated Fat","12 g"," "
2225,"7054",763,"Monounsaturated Fat","3 g"," "
2226,"7054",763,"Cholesterol","0 mg",0%
2227,"7054",763,"Sodium","180 mg",7%
2228,"7054",763,"Total Carbohydrate","6 g",2%
2229,"7054",763,"Dietary Fiber","4 g",18%
2230,"7054",763,"Sugars","0 g"," "
2231,"7054",763,"Protein","8 g"," "
2232,"7054",763,"Vitamin A",,0%
2233,"7054",763,"Vitamin C",,0%
2234,"7054",763,"Calcium",,4%
2235,"7054",763,"Iron",,16%
2236,"7054",763,"Vitamin E",,62%
2237,"7054",763,"Magnesium",,10%
2238,"7054",763,"Copper",,28%
2239,"7073",712,"Serving Size:","1/4 Cup (30 g)",
2240,"7073",712,"Servings Per Container:",11,
2241,"7073",712,"Calories",215," "
2242,"7073",712,"Calories from fat",180," "
2243,"7073",712,"Total Fat","20 g",31%
2244,"7073",712,"Saturated fat","2 g",10%
2245,"7073",712,"Cholesterol","0 g",0%
2246,"7073",712,"Sodium","0 mg",0%
2247,"7073",712,"Total Carbohydrate","4 g",1%
2248,"7073",712,"Dietary Fiber","2 g",8%
2249,"7073",712,"Sugar","1 g"," "
2250,"7073",712,"Protein","4.5 g"," "
2251,"7073",712,"Vitamin A",,0%
2252,"7073",712,"Calcium",,3%
2253,"7073",712,"Magnesium",,12%
2254,"7073",712,"Vitamin C",,0%
2255,"7073",712,"Iron",,5%
2256,"7073",712,"Zinc",,6%
2257,"7320",628,"Serving Size:",,
2258,"7320",628,"Servings Per Container:",,
2259,"7520",715,"Serving Size:",,
2260,"7520",715,"Servings Per Container:",,
2261,"7525",716,"Serving Size:","&ampnbsp;",
2262,"7525",716,"Servings Per Container:","&ampnbsp;",
2263,"7530",717,"Serving Size:",,
2264,"7530",717,"Servings Per Container:",,
2265,"7535",718,"Serving Size:",,
2266,"7535",718,"Servings Per Container:",,
2267,"7540",719,"Serving Size:",,
2268,"7540",719,"Servings Per Container:",,
2269,"7541",720,"Serving Size:",,
2270,"7541",720,"Servings Per Container:",,
2271,"7545",722,"Serving Size:","&ampnbsp;",
2272,"7545",722,"Servings Per Container:","&ampnbsp;",
2273,"7546",723,"Serving Size:",,
2274,"7546",723,"Servings Per Container:",,
2275,"7552",724,"Serving Size:","&ampnbsp;",
2276,"7552",724,"Servings Per Container:","&ampnbsp;",
2277,"7560",726,"Serving Size:","&ampnbsp;",
2278,"7560",726,"Servings Per Container:","&ampnbsp;",
2279,"7570",729,"Serving Size:","&ampnbsp;",
2280,"7570",729,"Servings Per Container:","&ampnbsp;",
2281,"7585",731,"Serving Size:",,
2282,"7585",731,"Servings Per Container:",,
2283,"7600",732,"Serving Size:",,
2284,"7600",732,"Servings Per Container:",,
2285,"7620",733,"Serving Size:",,
2286,"7620",733,"Servings Per Container:",,
2287,"7625",734,"Serving Size:",,
2288,"7625",734,"Servings Per Container:",,
2289,"7663",727,"Serving Size:",,
2290,"7663",727,"Servings Per Container:",,
2291,"7664",721,"Serving Size:",,
2292,"7664",721,"Servings Per Container:",,
2293,"7670",714,"Serving Size:",,
2294,"7670",714,"Servings Per Container:",,
2295,"7680",631,"Serving Size:",,
2296,"7680",631,"Servings Per Container:",,
2297,"7695",787,"Serving Size:",,
2298,"7695",787,"Servings Per Container:",,
2299,"7700",786,"Serving Size:",,
2300,"7700",786,"Servings Per Container:",,
2301,"7705",725,"Serving Size:",,
2302,"7705",725,"Servings Per Container:",,
2303,"7733",728,"Serving Size:",,
2304,"7733",728,"Servings Per Container:",,
2305,"8067",646,"Serving Size:",,
2306,"8067",646,"Servings Per Container:",,
2307,"8090",800,"Serving Size:",,
2308,"8090",800,"Servings Per Container:",,
